student_id,month,subject,lectures_conducted,lectures_attended,absences,attendance_percentage,prev_sem_attendance,trend,risk_label
STU0167,1,SUB2,21,15,6,74.75,67.6,stable,WARNING
STU0167,2,SUB5,20,15,5,78.9,67.6,stable,SAFE
STU0167,3,SUB3,24,18,6,76.02,67.6,stable,SAFE
STU0167,4,SUB4,24,18,6,77.26,67.6,stable,SAFE
STU0167,5,SUB5,24,18,6,78.89,67.6,stable,SAFE
STU0167,6,SUB5,23,17,6,77.5,67.6,stable,SAFE
STU0168,1,SUB3,19,16,3,89.27,51.3,stable,SAFE
STU0168,2,SUB3,20,18,2,91.88,51.3,stable,SAFE
STU0168,3,SUB2,19,17,2,89.77,51.3,stable,SAFE
STU0168,4,SUB1,21,19,2,91.06,51.3,stable,SAFE
STU0168,5,SUB1,23,20,3,88.52,51.3,stable,SAFE
STU0168,6,SUB2,22,19,3,88.22,51.3,stable,SAFE
STU0169,1,SUB3,23,15,8,68.6,68.8,declining,WARNING
STU0169,2,SUB5,22,14,8,66.33,68.8,declining,WARNING
STU0169,3,SUB2,18,12,6,67.78,68.8,declining,WARNING
STU0169,4,SUB1,22,14,8,66.71,68.8,declining,WARNING
STU0169,5,SUB4,20,12,8,62.1,68.8,declining,HIGH_RISK
STU0169,6,SUB5,21,12,9,60.7,68.8,declining,HIGH_RISK
STU0170,1,SUB4,20,12,8,63.0,72.1,declining,HIGH_RISK
STU0170,2,SUB5,23,14,9,62.94,72.1,declining,HIGH_RISK
STU0170,3,SUB3,23,13,10,60.58,72.1,declining,HIGH_RISK
STU0170,4,SUB5,21,13,8,62.0,72.1,declining,HIGH_RISK
STU0170,5,SUB3,19,11,8,61.36,72.1,declining,HIGH_RISK
STU0170,6,SUB2,24,12,12,52.76,72.1,declining,HIGH_RISK
STU0171,1,SUB4,23,15,8,68.6,88.2,declining,WARNING
STU0171,2,SUB5,21,14,7,67.58,88.2,declining,WARNING
STU0171,3,SUB5,22,14,8,64.44,88.2,declining,HIGH_RISK
STU0171,4,SUB3,24,14,10,62.11,88.2,declining,HIGH_RISK
STU0171,5,SUB1,24,15,9,66.07,88.2,declining,WARNING
STU0171,6,SUB1,21,13,8,62.18,88.2,declining,HIGH_RISK
STU0172,1,SUB4,23,16,7,72.89,93.1,stable,WARNING
STU0172,2,SUB1,21,15,6,72.2,93.1,stable,WARNING
STU0172,3,SUB5,19,14,5,76.26,93.1,stable,SAFE
STU0172,4,SUB3,23,16,7,73.22,93.1,stable,WARNING
STU0172,5,SUB1,24,17,7,70.99,93.1,stable,WARNING
STU0172,6,SUB4,22,15,7,71.92,93.1,stable,WARNING
STU0173,1,SUB3,19,17,2,90.81,76.2,declining,SAFE
STU0173,2,SUB5,18,16,2,89.1,76.2,declining,SAFE
STU0173,3,SUB5,22,19,3,88.08,76.2,declining,SAFE
STU0173,4,SUB3,24,21,3,89.27,76.2,declining,SAFE
STU0173,5,SUB2,24,20,4,87.3,76.2,declining,SAFE
STU0173,6,SUB3,19,16,3,87.31,76.2,declining,SAFE
STU0174,1,SUB2,18,11,7,63.13,59.9,stable,HIGH_RISK
STU0174,2,SUB4,23,14,9,64.28,59.9,stable,HIGH_RISK
STU0174,3,SUB5,22,13,9,61.36,59.9,stable,HIGH_RISK
STU0174,4,SUB5,22,13,9,61.27,59.9,stable,HIGH_RISK
STU0174,5,SUB3,23,13,10,60.51,59.9,stable,HIGH_RISK
STU0174,6,SUB4,18,10,8,59.48,59.9,stable,HIGH_RISK
STU0175,1,SUB5,20,17,3,87.86,72.1,declining,SAFE
STU0175,2,SUB4,21,18,3,88.02,72.1,declining,SAFE
STU0175,3,SUB3,20,17,3,87.57,72.1,declining,SAFE
STU0175,4,SUB1,24,20,4,86.78,72.1,declining,SAFE
STU0175,5,SUB4,22,18,4,82.13,72.1,declining,SAFE
STU0175,6,SUB1,22,18,4,82.08,72.1,declining,SAFE
STU0176,1,SUB5,21,17,4,81.96,72.5,stable,SAFE
STU0176,2,SUB4,18,14,4,80.93,72.5,stable,SAFE
STU0176,3,SUB3,24,19,5,80.65,72.5,stable,SAFE
STU0176,4,SUB5,18,15,3,85.92,72.5,stable,SAFE
STU0176,5,SUB2,18,15,3,83.91,72.5,stable,SAFE
STU0176,6,SUB5,21,17,4,84.27,72.5,stable,SAFE
STU0177,1,SUB4,21,15,6,72.52,76.1,improving,WARNING
STU0177,2,SUB5,23,17,6,73.97,76.1,improving,WARNING
STU0177,3,SUB3,23,16,7,72.38,76.1,improving,WARNING
STU0177,4,SUB5,18,13,5,73.04,76.1,improving,WARNING
STU0177,5,SUB3,20,15,5,78.24,76.1,improving,SAFE
STU0177,6,SUB5,23,18,5,80.16,76.1,improving,SAFE
STU0178,1,SUB3,20,11,9,57.01,93.7,declining,HIGH_RISK
STU0178,2,SUB4,23,12,11,54.6,93.7,declining,HIGH_RISK
STU0178,3,SUB1,23,12,11,56.42,93.7,declining,HIGH_RISK
STU0178,4,SUB3,21,11,10,54.65,93.7,declining,HIGH_RISK
STU0178,5,SUB5,23,11,12,49.91,93.7,declining,HIGH_RISK
STU0178,6,SUB4,23,12,11,54.66,93.7,declining,HIGH_RISK
STU0179,1,SUB3,19,13,6,71.36,75.4,improving,WARNING
STU0179,2,SUB2,21,15,6,74.43,75.4,improving,WARNING
STU0179,3,SUB2,19,13,6,73.11,75.4,improving,WARNING
STU0179,4,SUB1,24,17,7,73.05,75.4,improving,WARNING
STU0179,5,SUB5,22,16,6,76.9,75.4,improving,SAFE
STU0179,6,SUB5,20,14,6,73.93,75.4,improving,WARNING
STU0180,1,SUB5,23,13,10,60.86,56.6,declining,HIGH_RISK
STU0180,2,SUB4,19,11,8,58.21,56.6,declining,HIGH_RISK
STU0180,3,SUB2,20,11,9,59.94,56.6,declining,HIGH_RISK
STU0180,4,SUB3,22,11,11,53.82,56.6,declining,HIGH_RISK
STU0180,5,SUB4,24,12,12,53.49,56.6,declining,HIGH_RISK
STU0180,6,SUB3,19,10,9,56.53,56.6,declining,HIGH_RISK
STU0181,1,SUB5,23,21,2,93.08,98.3,declining,SAFE
STU0181,2,SUB3,21,18,3,89.92,98.3,declining,SAFE
STU0181,3,SUB5,22,19,3,88.87,98.3,declining,SAFE
STU0181,4,SUB2,19,16,3,89.36,98.3,declining,SAFE
STU0181,5,SUB3,19,16,3,85.36,98.3,declining,SAFE
STU0181,6,SUB3,21,18,3,90.4,98.3,declining,SAFE
STU0182,1,SUB3,18,15,3,86.86,77.7,improving,SAFE
STU0182,2,SUB3,19,16,3,86.84,77.7,improving,SAFE
STU0182,3,SUB2,22,19,3,89.11,77.7,improving,SAFE
STU0182,4,SUB2,18,16,2,92.58,77.7,improving,SAFE
STU0182,5,SUB1,20,18,2,94.22,77.7,improving,SAFE
STU0182,6,SUB5,21,19,2,92.32,77.7,improving,SAFE
STU0183,1,SUB3,18,17,1,96.7,68.7,declining,SAFE
STU0183,2,SUB3,24,22,2,93.97,68.7,declining,SAFE
STU0183,3,SUB1,19,17,2,92.7,68.7,declining,SAFE
STU0183,4,SUB4,24,22,2,94.04,68.7,declining,SAFE
STU0183,5,SUB4,19,17,2,90.04,68.7,declining,SAFE
STU0183,6,SUB1,18,16,2,90.73,68.7,declining,SAFE
STU0184,1,SUB5,23,21,2,92.23,51.0,improving,SAFE
STU0184,2,SUB3,18,16,2,93.49,51.0,improving,SAFE
STU0184,3,SUB1,18,16,2,93.47,51.0,improving,SAFE
STU0184,4,SUB5,23,21,2,94.33,51.0,improving,SAFE
STU0184,5,SUB4,18,17,1,96.83,51.0,improving,SAFE
STU0184,6,SUB5,18,17,1,99.27,51.0,improving,SAFE
STU0185,1,SUB3,22,13,9,60.75,78.8,stable,HIGH_RISK
STU0185,2,SUB2,21,12,9,59.62,78.8,stable,HIGH_RISK
STU0185,3,SUB5,18,11,7,62.16,78.8,stable,HIGH_RISK
STU0185,4,SUB5,18,11,7,64.02,78.8,stable,HIGH_RISK
STU0185,5,SUB5,24,14,10,61.44,78.8,stable,HIGH_RISK
STU0185,6,SUB4,21,12,9,61.5,78.8,stable,HIGH_RISK
STU0186,1,SUB3,18,17,1,96.3,52.2,declining,SAFE
STU0186,2,SUB2,20,18,2,93.82,52.2,declining,SAFE
STU0186,3,SUB1,23,21,2,92.39,52.2,declining,SAFE
STU0186,4,SUB3,23,20,3,90.56,52.2,declining,SAFE
STU0186,5,SUB5,20,18,2,93.68,52.2,declining,SAFE
STU0186,6,SUB2,23,20,3,91.14,52.2,declining,SAFE
STU0187,1,SUB2,23,17,6,76.15,91.5,stable,SAFE
STU0187,2,SUB4,18,13,5,76.85,91.5,stable,SAFE
STU0187,3,SUB1,19,13,6,72.2,91.5,stable,WARNING
STU0187,4,SUB3,18,13,5,76.73,91.5,stable,SAFE
STU0187,5,SUB4,22,17,5,77.58,91.5,stable,SAFE
STU0187,6,SUB4,22,17,5,77.91,91.5,stable,SAFE
STU0188,1,SUB1,24,14,10,62.36,62.7,stable,HIGH_RISK
STU0188,2,SUB3,20,13,7,65.41,62.7,stable,WARNING
STU0188,3,SUB4,20,12,8,60.96,62.7,stable,HIGH_RISK
STU0188,4,SUB4,23,15,8,65.55,62.7,stable,WARNING
STU0188,5,SUB3,21,13,8,65.59,62.7,stable,WARNING
STU0188,6,SUB4,21,13,8,66.06,62.7,stable,WARNING
STU0189,1,SUB1,21,13,8,63.96,68.4,stable,HIGH_RISK
STU0189,2,SUB2,24,15,9,66.05,68.4,stable,WARNING
STU0189,3,SUB1,20,13,7,66.74,68.4,stable,WARNING
STU0189,4,SUB3,23,14,9,63.95,68.4,stable,HIGH_RISK
STU0189,5,SUB4,22,14,8,65.31,68.4,stable,WARNING
STU0189,6,SUB3,21,13,8,64.47,68.4,stable,HIGH_RISK
STU0190,1,SUB3,21,19,2,91.53,72.4,stable,SAFE
STU0190,2,SUB1,24,22,2,93.25,72.4,stable,SAFE
STU0190,3,SUB4,23,20,3,89.86,72.4,stable,SAFE
STU0190,4,SUB2,24,21,3,91.59,72.4,stable,SAFE
STU0190,5,SUB5,19,18,1,95.13,72.4,stable,SAFE
STU0190,6,SUB1,21,19,2,93.48,72.4,stable,SAFE
STU0191,1,SUB5,21,18,3,89.53,56.3,improving,SAFE
STU0191,2,SUB4,19,17,2,89.57,56.3,improving,SAFE
STU0191,3,SUB4,20,18,2,94.25,56.3,improving,SAFE
STU0191,4,SUB2,22,20,2,95.05,56.3,improving,SAFE
STU0191,5,SUB3,21,19,2,94.95,56.3,improving,SAFE
STU0191,6,SUB1,19,18,1,97.32,56.3,improving,SAFE
STU0192,1,SUB1,22,17,5,77.54,51.3,improving,SAFE
STU0192,2,SUB4,20,15,5,78.24,51.3,improving,SAFE
STU0192,3,SUB3,22,17,5,78.92,51.3,improving,SAFE
STU0192,4,SUB2,21,17,4,82.62,51.3,improving,SAFE
STU0192,5,SUB1,24,19,5,79.88,51.3,improving,SAFE
STU0192,6,SUB4,23,19,4,83.53,51.3,improving,SAFE
STU0193,1,SUB3,23,22,1,99.52,99.9,stable,SAFE
STU0193,2,SUB5,22,21,1,97.86,99.9,stable,SAFE
STU0193,3,SUB2,20,19,1,95.35,99.9,stable,SAFE
STU0193,4,SUB2,23,22,1,97.88,99.9,stable,SAFE
STU0193,5,SUB2,22,21,1,98.37,99.9,stable,SAFE
STU0193,6,SUB2,19,17,2,94.33,99.9,stable,SAFE
STU0194,1,SUB4,20,10,10,54.8,61.8,declining,HIGH_RISK
STU0194,2,SUB2,22,11,11,52.72,61.8,declining,HIGH_RISK
STU0194,3,SUB1,18,9,9,51.88,61.8,declining,HIGH_RISK
STU0194,4,SUB4,23,12,11,52.27,61.8,declining,HIGH_RISK
STU0194,5,SUB4,24,11,13,49.69,61.8,declining,HIGH_RISK
STU0194,6,SUB2,18,8,10,45.72,61.8,declining,HIGH_RISK
STU0195,1,SUB3,22,12,10,57.98,98.6,stable,HIGH_RISK
STU0195,2,SUB5,24,13,11,55.96,98.6,stable,HIGH_RISK
STU0195,3,SUB2,19,11,8,59.03,98.6,stable,HIGH_RISK
STU0195,4,SUB1,24,13,11,57.78,98.6,stable,HIGH_RISK
STU0195,5,SUB2,22,13,9,60.18,98.6,stable,HIGH_RISK
STU0195,6,SUB3,19,10,9,57.01,98.6,stable,HIGH_RISK
STU0196,1,SUB1,20,14,6,71.79,96.7,improving,WARNING
STU0196,2,SUB5,23,16,7,71.63,96.7,improving,WARNING
STU0196,3,SUB3,23,16,7,72.61,96.7,improving,WARNING
STU0196,4,SUB5,18,13,5,75.57,96.7,improving,SAFE
STU0196,5,SUB5,22,16,6,77.19,96.7,improving,SAFE
STU0196,6,SUB5,23,17,6,74.27,96.7,improving,WARNING
STU0197,1,SUB1,18,12,6,72.06,86.0,stable,WARNING
STU0197,2,SUB5,23,15,8,67.0,86.0,stable,WARNING
STU0197,3,SUB5,19,12,7,68.11,86.0,stable,WARNING
STU0197,4,SUB1,23,15,8,69.02,86.0,stable,WARNING
STU0197,5,SUB5,23,15,8,69.51,86.0,stable,WARNING
STU0197,6,SUB4,20,13,7,68.26,86.0,stable,WARNING
STU0198,1,SUB1,23,16,7,72.18,62.2,stable,WARNING
STU0198,2,SUB4,21,14,7,70.41,62.2,stable,WARNING
STU0198,3,SUB5,20,14,6,72.25,62.2,stable,WARNING
STU0198,4,SUB3,24,16,8,70.32,62.2,stable,WARNING
STU0198,5,SUB3,24,17,7,73.87,62.2,stable,WARNING
STU0198,6,SUB3,19,14,5,75.31,62.2,stable,SAFE
STU0199,1,SUB4,20,13,7,69.92,75.7,improving,WARNING
STU0199,2,SUB1,18,12,6,70.47,75.7,improving,WARNING
STU0199,3,SUB5,21,15,6,71.53,75.7,improving,WARNING
STU0199,4,SUB2,24,17,7,73.23,75.7,improving,WARNING
STU0199,5,SUB3,22,17,5,77.32,75.7,improving,SAFE
STU0199,6,SUB4,19,13,6,73.43,75.7,improving,WARNING
STU0200,1,SUB1,18,13,5,75.48,99.8,declining,SAFE
STU0200,2,SUB4,22,15,7,72.61,99.8,declining,WARNING
STU0200,3,SUB5,19,13,6,70.6,99.8,declining,WARNING
STU0200,4,SUB3,18,13,5,72.33,99.8,declining,WARNING
STU0200,5,SUB4,24,16,8,70.23,99.8,declining,WARNING
STU0200,6,SUB1,18,12,6,70.87,99.8,declining,WARNING
STU0201,1,SUB1,20,16,4,84.64,71.5,declining,SAFE
STU0201,2,SUB5,22,18,4,84.08,71.5,declining,SAFE
STU0201,3,SUB3,22,18,4,83.91,71.5,declining,SAFE
STU0201,4,SUB4,22,18,4,83.84,71.5,declining,SAFE
STU0201,5,SUB5,20,15,5,78.05,71.5,declining,SAFE
STU0201,6,SUB2,18,13,5,77.16,71.5,declining,SAFE
STU0202,1,SUB3,22,15,7,69.07,98.8,declining,WARNING
STU0202,2,SUB5,19,12,7,67.78,98.8,declining,WARNING
STU0202,3,SUB1,22,14,8,67.26,98.8,declining,WARNING
STU0202,4,SUB3,19,13,6,68.78,98.8,declining,WARNING
STU0202,5,SUB4,22,13,9,62.52,98.8,declining,HIGH_RISK
STU0202,6,SUB2,22,14,8,66.71,98.8,declining,WARNING
STU0203,1,SUB3,22,14,8,68.05,66.4,stable,WARNING
STU0203,2,SUB5,22,15,7,69.26,66.4,stable,WARNING
STU0203,3,SUB5,23,15,8,68.89,66.4,stable,WARNING
STU0203,4,SUB1,24,16,8,67.5,66.4,stable,WARNING
STU0203,5,SUB1,23,15,8,67.91,66.4,stable,WARNING
STU0203,6,SUB3,22,15,7,71.58,66.4,stable,WARNING
STU0204,1,SUB4,22,20,2,93.28,89.8,stable,SAFE
STU0204,2,SUB5,23,20,3,91.09,89.8,stable,SAFE
STU0204,3,SUB1,23,21,2,92.97,89.8,stable,SAFE
STU0204,4,SUB5,19,17,2,93.0,89.8,stable,SAFE
STU0204,5,SUB4,22,20,2,93.27,89.8,stable,SAFE
STU0204,6,SUB2,23,20,3,90.39,89.8,stable,SAFE
STU0205,1,SUB4,20,11,9,56.84,51.6,stable,HIGH_RISK
STU0205,2,SUB2,23,13,10,57.63,51.6,stable,HIGH_RISK
STU0205,3,SUB5,24,14,10,59.19,51.6,stable,HIGH_RISK
STU0205,4,SUB1,24,14,10,62.25,51.6,stable,HIGH_RISK
STU0205,5,SUB2,22,13,9,60.96,51.6,stable,HIGH_RISK
STU0205,6,SUB4,23,13,10,60.09,51.6,stable,HIGH_RISK
STU0206,1,SUB3,22,20,2,94.95,76.3,declining,SAFE
STU0206,2,SUB3,23,21,2,93.5,76.3,declining,SAFE
STU0206,3,SUB2,19,17,2,91.89,76.3,declining,SAFE
STU0206,4,SUB2,20,18,2,92.46,76.3,declining,SAFE
STU0206,5,SUB3,20,17,3,86.58,76.3,declining,SAFE
STU0206,6,SUB4,23,19,4,86.79,76.3,declining,SAFE
STU0207,1,SUB3,23,17,6,77.2,65.9,declining,SAFE
STU0207,2,SUB5,22,16,6,77.24,65.9,declining,SAFE
STU0207,3,SUB3,21,15,6,75.89,65.9,declining,SAFE
STU0207,4,SUB2,24,17,7,71.37,65.9,declining,WARNING
STU0207,5,SUB1,20,14,6,74.42,65.9,declining,WARNING
STU0207,6,SUB3,21,15,6,72.98,65.9,declining,WARNING
STU0208,1,SUB3,22,14,8,65.0,87.4,improving,HIGH_RISK
STU0208,2,SUB5,22,14,8,65.1,87.4,improving,WARNING
STU0208,3,SUB5,18,11,7,66.27,87.4,improving,WARNING
STU0208,4,SUB1,19,12,7,67.04,87.4,improving,WARNING
STU0208,5,SUB4,20,13,7,66.94,87.4,improving,WARNING
STU0208,6,SUB2,24,16,8,67.59,87.4,improving,WARNING
STU0209,1,SUB4,23,21,2,95.0,50.3,stable,SAFE
STU0209,2,SUB3,19,18,1,96.91,50.3,stable,SAFE
STU0209,3,SUB1,23,22,1,95.98,50.3,stable,SAFE
STU0209,4,SUB5,18,17,1,99.5,50.3,stable,SAFE
STU0209,5,SUB1,23,21,2,95.44,50.3,stable,SAFE
STU0209,6,SUB4,19,18,1,99.53,50.3,stable,SAFE
STU0210,1,SUB4,24,22,2,95.71,94.1,improving,SAFE
STU0210,2,SUB3,19,18,1,98.52,94.1,improving,SAFE
STU0210,3,SUB3,18,18,0,100.0,94.1,improving,SAFE
STU0210,4,SUB3,18,18,0,100.0,94.1,improving,SAFE
STU0210,5,SUB5,23,22,1,99.79,94.1,improving,SAFE
STU0210,6,SUB5,19,19,0,100.0,94.1,improving,SAFE
STU0211,1,SUB4,23,20,3,90.78,73.4,improving,SAFE
STU0211,2,SUB2,23,21,2,92.72,73.4,improving,SAFE
STU0211,3,SUB3,20,18,2,91.34,73.4,improving,SAFE
STU0211,4,SUB2,24,22,2,95.19,73.4,improving,SAFE
STU0211,5,SUB4,24,22,2,93.6,73.4,improving,SAFE
STU0211,6,SUB3,22,22,0,100.0,73.4,improving,SAFE
STU0212,1,SUB3,21,13,8,61.99,54.3,stable,HIGH_RISK
STU0212,2,SUB3,18,11,7,61.72,54.3,stable,HIGH_RISK
STU0212,3,SUB3,21,12,9,58.4,54.3,stable,HIGH_RISK
STU0212,4,SUB5,20,12,8,61.83,54.3,stable,HIGH_RISK
STU0212,5,SUB3,18,10,8,60.44,54.3,stable,HIGH_RISK
STU0212,6,SUB2,23,13,10,60.02,54.3,stable,HIGH_RISK
STU0213,1,SUB5,23,17,6,75.75,53.1,improving,SAFE
STU0213,2,SUB3,23,18,5,78.78,53.1,improving,SAFE
STU0213,3,SUB3,23,18,5,79.62,53.1,improving,SAFE
STU0213,4,SUB2,19,15,4,79.22,53.1,improving,SAFE
STU0213,5,SUB2,21,17,4,84.69,53.1,improving,SAFE
STU0213,6,SUB3,22,18,4,82.11,53.1,improving,SAFE
STU0214,1,SUB2,24,22,2,95.79,70.8,stable,SAFE
STU0214,2,SUB5,23,22,1,95.82,70.8,stable,SAFE
STU0214,3,SUB5,18,17,1,96.49,70.8,stable,SAFE
STU0214,4,SUB3,23,21,2,93.93,70.8,stable,SAFE
STU0214,5,SUB1,22,20,2,91.72,70.8,stable,SAFE
STU0214,6,SUB5,22,20,2,91.62,70.8,stable,SAFE
STU0215,1,SUB4,22,13,9,60.41,60.1,stable,HIGH_RISK
STU0215,2,SUB5,19,11,8,59.14,60.1,stable,HIGH_RISK
STU0215,3,SUB4,22,13,9,61.38,60.1,stable,HIGH_RISK
STU0215,4,SUB2,21,13,8,63.3,60.1,stable,HIGH_RISK
STU0215,5,SUB5,21,12,9,61.52,60.1,stable,HIGH_RISK
STU0215,6,SUB3,21,12,9,58.79,60.1,stable,HIGH_RISK
STU0216,1,SUB5,19,12,7,65.44,86.2,declining,WARNING
STU0216,2,SUB3,21,13,8,64.72,86.2,declining,HIGH_RISK
STU0216,3,SUB1,22,13,9,61.29,86.2,declining,HIGH_RISK
STU0216,4,SUB4,18,10,8,58.33,86.2,declining,HIGH_RISK
STU0216,5,SUB2,21,13,8,63.2,86.2,declining,HIGH_RISK
STU0216,6,SUB4,24,13,11,56.02,86.2,declining,HIGH_RISK
STU0217,1,SUB4,21,15,6,72.41,68.7,declining,WARNING
STU0217,2,SUB5,23,16,7,73.05,68.7,declining,WARNING
STU0217,3,SUB3,24,17,7,72.19,68.7,declining,WARNING
STU0217,4,SUB4,22,15,7,71.58,68.7,declining,WARNING
STU0217,5,SUB2,23,15,8,67.82,68.7,declining,WARNING
STU0217,6,SUB1,24,15,9,63.77,68.7,declining,HIGH_RISK
STU0218,1,SUB4,22,18,4,82.64,98.9,declining,SAFE
STU0218,2,SUB4,19,15,4,80.49,98.9,declining,SAFE
STU0218,3,SUB2,20,16,4,80.9,98.9,declining,SAFE
STU0218,4,SUB1,23,17,6,76.34,98.9,declining,SAFE
STU0218,5,SUB4,23,18,5,81.22,98.9,declining,SAFE
STU0218,6,SUB2,18,13,5,75.43,98.9,declining,SAFE
STU0219,1,SUB1,23,18,5,81.71,60.3,improving,SAFE
STU0219,2,SUB4,18,14,4,82.27,60.3,improving,SAFE
STU0219,3,SUB2,22,18,4,84.01,60.3,improving,SAFE
STU0219,4,SUB1,24,20,4,87.07,60.3,improving,SAFE
STU0219,5,SUB2,20,16,4,84.09,60.3,improving,SAFE
STU0219,6,SUB5,23,20,3,90.88,60.3,improving,SAFE
STU0220,1,SUB3,19,17,2,90.13,65.9,stable,SAFE
STU0220,2,SUB5,23,20,3,90.48,65.9,stable,SAFE
STU0220,3,SUB3,20,17,3,86.55,65.9,stable,SAFE
STU0220,4,SUB2,22,18,4,85.58,65.9,stable,SAFE
STU0220,5,SUB5,21,18,3,88.98,65.9,stable,SAFE
STU0220,6,SUB4,20,17,3,88.19,65.9,stable,SAFE
STU0221,1,SUB4,20,16,4,83.83,89.3,declining,SAFE
STU0221,2,SUB4,22,18,4,83.39,89.3,declining,SAFE
STU0221,3,SUB3,19,15,4,82.36,89.3,declining,SAFE
STU0221,4,SUB4,19,14,5,77.8,89.3,declining,SAFE
STU0221,5,SUB4,22,16,6,75.58,89.3,declining,SAFE
STU0221,6,SUB5,22,16,6,73.23,89.3,declining,WARNING
STU0222,1,SUB4,18,12,6,66.96,56.7,improving,WARNING
STU0222,2,SUB5,18,12,6,69.51,56.7,improving,WARNING
STU0222,3,SUB1,19,13,6,70.73,56.7,improving,WARNING
STU0222,4,SUB5,23,16,7,69.58,56.7,improving,WARNING
STU0222,5,SUB1,24,17,7,72.99,56.7,improving,WARNING
STU0222,6,SUB5,24,16,8,70.66,56.7,improving,WARNING
STU0223,1,SUB3,20,12,8,62.59,86.2,stable,HIGH_RISK
STU0223,2,SUB2,18,12,6,67.07,86.2,stable,WARNING
STU0223,3,SUB1,23,15,8,66.95,86.2,stable,WARNING
STU0223,4,SUB4,24,15,9,65.81,86.2,stable,WARNING
STU0223,5,SUB5,23,15,8,66.82,86.2,stable,WARNING
STU0223,6,SUB2,21,13,8,65.55,86.2,stable,WARNING
STU0224,1,SUB3,20,14,6,70.07,77.6,declining,WARNING
STU0224,2,SUB4,22,15,7,69.58,77.6,declining,WARNING
STU0224,3,SUB4,24,16,8,67.77,77.6,declining,WARNING
STU0224,4,SUB2,20,12,8,64.8,77.6,declining,HIGH_RISK
STU0224,5,SUB1,21,13,8,66.09,77.6,declining,WARNING
STU0224,6,SUB2,19,12,7,63.31,77.6,declining,HIGH_RISK
STU0225,1,SUB3,21,20,1,95.67,50.8,stable,SAFE
STU0225,2,SUB2,20,18,2,93.11,50.8,stable,SAFE
STU0225,3,SUB2,24,22,2,94.47,50.8,stable,SAFE
STU0225,4,SUB3,23,21,2,95.19,50.8,stable,SAFE
STU0225,5,SUB4,24,22,2,93.74,50.8,stable,SAFE
STU0225,6,SUB4,23,22,1,97.99,50.8,stable,SAFE
STU0226,1,SUB5,23,20,3,87.2,73.0,stable,SAFE
STU0226,2,SUB1,22,19,3,89.11,73.0,stable,SAFE
STU0226,3,SUB1,24,21,3,89.33,73.0,stable,SAFE
STU0226,4,SUB1,23,21,2,91.86,73.0,stable,SAFE
STU0226,5,SUB2,21,19,2,90.77,73.0,stable,SAFE
STU0226,6,SUB1,19,17,2,91.24,73.0,stable,SAFE
STU0227,1,SUB5,18,11,7,65.59,85.4,improving,WARNING
STU0227,2,SUB4,22,14,8,67.32,85.4,improving,WARNING
STU0227,3,SUB1,18,12,6,68.87,85.4,improving,WARNING
STU0227,4,SUB1,21,14,7,69.6,85.4,improving,WARNING
STU0227,5,SUB3,23,15,8,67.03,85.4,improving,WARNING
STU0227,6,SUB1,20,14,6,72.23,85.4,improving,WARNING
STU0228,1,SUB1,19,16,3,85.82,75.1,stable,SAFE
STU0228,2,SUB2,22,19,3,86.49,75.1,stable,SAFE
STU0228,3,SUB5,22,18,4,82.43,75.1,stable,SAFE
STU0228,4,SUB3,20,16,4,82.5,75.1,stable,SAFE
STU0228,5,SUB3,18,15,3,85.75,75.1,stable,SAFE
STU0228,6,SUB5,21,18,3,86.74,75.1,stable,SAFE
STU0229,1,SUB1,24,15,9,65.82,62.2,stable,WARNING
STU0229,2,SUB1,24,15,9,65.63,62.2,stable,WARNING
STU0229,3,SUB4,21,13,8,62.27,62.2,stable,HIGH_RISK
STU0229,4,SUB1,18,11,7,65.03,62.2,stable,WARNING
STU0229,5,SUB4,18,11,7,65.93,62.2,stable,WARNING
STU0229,6,SUB3,23,15,8,66.78,62.2,stable,WARNING
STU0230,1,SUB2,19,18,1,95.35,78.3,improving,SAFE
STU0230,2,SUB5,23,22,1,97.18,78.3,improving,SAFE
STU0230,3,SUB1,18,17,1,97.12,78.3,improving,SAFE
STU0230,4,SUB5,20,19,1,99.58,78.3,improving,SAFE
STU0230,5,SUB2,18,18,0,100.0,78.3,improving,SAFE
STU0230,6,SUB1,20,20,0,100.0,78.3,improving,SAFE
STU0231,1,SUB4,24,15,9,63.12,98.1,stable,HIGH_RISK
STU0231,2,SUB2,20,12,8,63.77,98.1,stable,HIGH_RISK
STU0231,3,SUB4,22,13,9,61.58,98.1,stable,HIGH_RISK
STU0231,4,SUB3,22,13,9,62.26,98.1,stable,HIGH_RISK
STU0231,5,SUB2,23,13,10,60.5,98.1,stable,HIGH_RISK
STU0231,6,SUB1,23,14,9,62.94,98.1,stable,HIGH_RISK
STU0232,1,SUB1,24,13,11,56.15,75.0,declining,HIGH_RISK
STU0232,2,SUB5,24,13,11,55.29,75.0,declining,HIGH_RISK
STU0232,3,SUB3,21,10,11,51.51,75.0,declining,HIGH_RISK
STU0232,4,SUB4,20,11,9,55.13,75.0,declining,HIGH_RISK
STU0232,5,SUB5,20,10,10,51.13,75.0,declining,HIGH_RISK
STU0232,6,SUB2,21,9,12,45.84,75.0,declining,HIGH_RISK
STU0233,1,SUB2,20,14,6,72.98,84.0,stable,WARNING
STU0233,2,SUB3,18,13,5,72.62,84.0,stable,WARNING
STU0233,3,SUB2,23,15,8,69.27,84.0,stable,WARNING
